"Cow","sampled_delete_click_worker_mean","sampled_delete_click_worker_sd"
"4008",20.124386796028,0.518741687433604
"4026",17.7875480896233,0.641195022065984
"4035",25.6303514281085,0.290190006403436
"5064",19.2016524123236,0.632524341537895
"5087",26.1591803038828,0.262795855648978
"5118",11.9829996225034,0.942237588227759
"6025",7.67860799008917,0.649373750877701
"6029",7.53441030985913,0.653117001772208
"6046",7.62794516475569,0.739950827417035
"6053",15.2646964142118,0.996753596851177
"6062",10.2867831035761,0.933703466084433
"6068",18.4295816987651,0.641418801004938
"6086",19.5799561909471,0.749114843055045
"6088",22.3756908550919,0.340092461706851
"6092",10.6907900936268,0.815376295568562
"6094",6.86568442956243,0.814355836846823
"6095",17.4823076375022,0.885021944941385
"6096",10.9732250405053,0.988515987692649
"7045",10.2354889579017,0.735360938990387
"7060",9.60740361716065,0.823351722800614
"7064",17.4960957883553,0.769336516442694
"7109",10.0540440432919,1.14157993170198
"7114",9.56325863746822,0.997710343915775
"7116",24.4470005695816,0.328716447019406
"7128",10.1249073350884,1.17818399938059
"7136",12.8961632032483,0.854340684506212
"7138",9.4546529902386,0.885619967582838
"7153",10.2209369966988,0.885818860968373
"7163",15.63006526592,0.70919050640572
"8083",19.5941850140841,0.68367112467153
