"Cow","sampled_click_worker_mean","sampled_click_worker_sd"
"4008",20.2280191365562,0.431847569454467
"4026",18.5623974515925,0.463456962378326
"4035",25.5147129553774,0.374873651321462
"5064",18.4892962454775,0.459804322043827
"5087",25.740665142353,0.370283709278394
"5118",12.8063179369168,0.425482193115545
"6025",8.55910781900899,0.404293765906502
"6029",8.52638993048288,0.40302888059278
"6046",7.29045884477247,0.38720187487273
"6053",12.796024609173,0.423637841867645
"6062",11.5315609943738,0.410379768819452
"6068",16.598753456124,0.450828335503205
"6086",17.8335023886279,0.468008904794468
"6088",22.0841300533405,0.429391152659186
"6092",10.7418130362741,0.417733393731177
"6094",6.81309591619252,0.431231934913818
"6095",17.1214937252313,0.441088307586667
"6096",12.0704831950526,0.406948239066357
"7045",8.79137459776028,0.381295646965705
"7060",9.33133437632788,0.425398049930734
"7064",17.6737989375776,0.454909717567279
"7109",11.3176394727603,0.439593255008802
"7114",10.9117963519397,0.469516267479039
"7116",24.2588554311716,0.399894691033162
"7128",12.2011402574644,0.427920157142769
"7136",12.7646947323278,0.439308115830206
"7138",8.85256782735689,0.4107834906779
"7153",10.3363949986947,0.446574170614075
"7163",16.2339743601222,0.476256215150353
"8083",19.0182058195692,0.423006610684317
