Expert,Response,html,date,GS_round
DW,"[
  {
    ""q1"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q10"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q11"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q12"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q13"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q14"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q15"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q16"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q17"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q18"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q19"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q2"": {
      ""1"": false,
      ""2"": false,
      ""3"": false,
      ""4"": true,
      ""5"": false,
      ""video not playing"": false
    },
    ""q20"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q21"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q22"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q23"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q24"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q25"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q26"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q27"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q28"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q29"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q3"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q30"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q4"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q5"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q6"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q7"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q8"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q9"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    }
  }
]",GS_30cows_HIT0_Jun-04-2023,6/20/23,1
DW,"[
  {
    ""q1"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q10"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q11"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q12"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q13"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q14"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q15"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q16"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q17"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q18"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q19"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q2"": {
      ""1"": false,
      ""2"": false,
      ""3"": false,
      ""4"": true,
      ""5"": false,
      ""video not playing"": false
    },
    ""q20"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q21"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q22"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q23"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q24"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q25"": {
      ""1"": false,
      ""2"": false,
      ""3"": false,
      ""4"": true,
      ""5"": false,
      ""video not playing"": false
    },
    ""q26"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q27"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q28"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q29"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q3"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q30"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q4"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q5"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q6"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q7"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q8"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q9"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    }
  }
]",GS_30cows_HIT0_Jun-04-2023,6/23/23,2
RD,"[ { ""q1"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false,
""video not playing"": false }, ""q10"": { ""1"": false, ""2"": false, ""3"":
true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q11"": {
""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not
playing"": false }, ""q12"": { ""1"": false, ""2"": true, ""3"": false, ""4"":
false, ""5"": false, ""video not playing"": false }, ""q13"": { ""1"": false,
""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"":
false }, ""q14"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"":
false, ""video not playing"": false }, ""q15"": { ""1"": false, ""2"": false,
""3"": true, ""4"": false, ""5"": false, ""video not playing"": false },
""q16"": { ""1"": false, ""2"": false, ""3"": false, ""4"": true, ""5"": false,
""video not playing"": false }, ""q17"": { ""1"": false, ""2"": true, ""3"":
false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q18"": {
""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not
playing"": false }, ""q19"": { ""1"": false, ""2"": false, ""3"": true, ""4"":
false, ""5"": false, ""video not playing"": false }, ""q2"": { ""1"": false,
""2"": false, ""3"": false, ""4"": true, ""5"": false, ""video not playing"":
false }, ""q20"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"":
false, ""video not playing"": false }, ""q21"": { ""1"": false, ""2"": true,
""3"": false, ""4"": false, ""5"": false, ""video not playing"": false },
""q22"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false,
""video not playing"": false }, ""q23"": { ""1"": false, ""2"": true, ""3"":
false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q24"": {
""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not
playing"": false }, ""q25"": { ""1"": false, ""2"": false, ""3"": false, ""4"":
true, ""5"": false, ""video not playing"": false }, ""q26"": { ""1"": false,
""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"":
false }, ""q27"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"":
false, ""video not playing"": false }, ""q28"": { ""1"": false, ""2"": true,
""3"": false, ""4"": false, ""5"": false, ""video not playing"": false },
""q29"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false,
""video not playing"": false }, ""q3"": { ""1"": false, ""2"": true, ""3"":
false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q30"": {
""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not
playing"": false }, ""q4"": { ""1"": false, ""2"": true, ""3"": false, ""4"":
false, ""5"": false, ""video not playing"": false }, ""q5"": { ""1"": false,
""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"":
false }, ""q6"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"":
false, ""video not playing"": false }, ""q7"": { ""1"": false, ""2"": true,
""3"": false, ""4"": false, ""5"": false, ""video not playing"": false },
""q8"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false,
""video not playing"": false }, ""q9"": { ""1"": false, ""2"": false, ""3"":
true, ""4"": false, ""5"": false, ""video not playing"": false } } ]",GS_30cows_HIT0_Jun-04-2023,6/27/23,1
AS,"[ { ""q1"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q10"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q11"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q12"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q13"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q14"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q15"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q16"": { ""1"": false, ""2"": false, ""3"": false, ""4"": true, ""5"": false, ""video not playing"": false }, ""q17"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q18"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q19"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q2"": { ""1"": false, ""2"": false, ""3"": false, ""4"": true, ""5"": false, ""video not playing"": false }, ""q20"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q21"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q22"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q23"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q24"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q25"": { ""1"": false, ""2"": false, ""3"": false, ""4"": true, ""5"": false, ""video not playing"": false }, ""q26"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q27"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q28"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q29"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q3"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q30"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q4"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q5"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q6"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q7"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q8"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q9"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false } } ]",GS_30cows_HIT0_Jun-04-2023,7/1/23,1
HE,"[ { ""q1"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q10"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q11"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q12"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q13"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q14"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q15"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q16"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q17"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q18"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q19"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q2"": { ""1"": false, ""2"": false, ""3"": false, ""4"": true, ""5"": false, ""video not playing"": false }, ""q20"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q21"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q22"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q23"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q24"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q25"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q26"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q27"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q28"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q29"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q3"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q30"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q4"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q5"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q6"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q7"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q8"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q9"": { ""1"": false, ""2"": false, ""3"": false, ""4"": true, ""5"": false, ""video not playing"": false } } ]",GS_30cows_HIT0_Jun-04-2023,6/30/23,1
DW,"[
  {
    ""q1"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q10"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q11"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q12"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q13"": {
      ""1"": false,
      ""2"": false,
      ""3"": false,
      ""4"": true,
      ""5"": false,
      ""video not playing"": false
    },
    ""q14"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q15"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q16"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q17"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q18"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q19"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q2"": {
      ""1"": false,
      ""2"": false,
      ""3"": false,
      ""4"": true,
      ""5"": false,
      ""video not playing"": false
    },
    ""q20"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q21"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q22"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q23"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q24"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q25"": {
      ""1"": false,
      ""2"": false,
      ""3"": false,
      ""4"": true,
      ""5"": false,
      ""video not playing"": false
    },
    ""q26"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q27"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q28"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q29"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q3"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q30"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q4"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q5"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q6"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q7"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q8"": {
      ""1"": false,
      ""2"": false,
      ""3"": true,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    },
    ""q9"": {
      ""1"": false,
      ""2"": true,
      ""3"": false,
      ""4"": false,
      ""5"": false,
      ""video not playing"": false
    }
  }
]",GS_30cows_HIT0_Jun-04-2023,7/6/23,3
HE,"[ { ""q1"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q10"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q11"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q12"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q13"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q14"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q15"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q16"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q17"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q18"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q19"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q2"": { ""1"": false, ""2"": false, ""3"": false, ""4"": true, ""5"": false, ""video not playing"": false }, ""q20"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q21"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q22"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q23"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q24"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q25"": { ""1"": false, ""2"": false, ""3"": true, ""4"": false, ""5"": false, ""video not playing"": false }, ""q26"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q27"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q28"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q29"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q3"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q30"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q4"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q5"": { ""1"": false, ""2"": false, ""3"": false, ""4"": true, ""5"": false, ""video not playing"": false }, ""q6"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q7"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q8"": { ""1"": false, ""2"": true, ""3"": false, ""4"": false, ""5"": false, ""video not playing"": false }, ""q9"": { ""1"": false, ""2"": false, ""3"": false, ""4"": true, ""5"": false, ""video not playing"": false } } ]",GS_30cows_HIT0_Jun-04-2023,7/7/23,2
