,HIT,HIT_id,HIT_website_address,HIT_results_address
0,0,3RBI0I35XEAFGLQIVS213VW6G06Y3G,https://workersandbox.mturk.com/mturk/preview?groupId=3YO63Q6HK40XDFFPT803PTU5N6KRNN,https://requestersandbox.mturk.com/mturk/manageHITs
